experiment_name,regime,M,k,radius_mode,interior_count,full_matching_l2,interior_matching_l2,boundary_matching_l2,boundary_energy_ratio,raw_to_ref_l2,ref_to_ideal_l2,gap_ratio
exp2_more_trials,uniform_h=1.00,20,4,k,12,4.056566727085015,1.4336844897857866,3.79477040083335,0.8750920946580155,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.6900589988347787,0.49136740177650845,1.6170521005873058,0.9154703733520779,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.7418146555175391,0.19802063022880043,0.714896365317655,0.9287425858093327,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.35520104114982604,0.0,0.35520104114982604,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.17428589153743565,0.0,0.17428589153743565,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,8.944792642782652,5.660027433697546,6.926283626315763,0.599597742074314,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,3.1104096373019905,1.8521533714611376,2.4988349286029763,0.6454163426137132,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.068695957162639,0.6529704932573698,0.8460145293025391,0.6266821291222651,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.4893148352393207,0.2697389175920788,0.4082522802404627,0.6961141664663358,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.28454674289044507,0.0,0.28454674289044507,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.1592438530959473,0.0,0.1592438530959473,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,8.97197335522962,6.269483935535549,6.4179340187487055,0.511698973203309,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,5.344609637918299,3.061483262964014,4.3808871718317945,0.6718806836534656,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,2.848017051323286,1.4356410815919396,2.459702382296222,0.7458988769374211,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,1.4123890240239787,0.40652776429897086,1.3526189160430544,0.9171539597712678,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.6888431736387084,0.0,0.6888431736387084,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.3473840522646946,0.0,0.3473840522646946,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,11.328120525870771,5.876633707482195,9.684600710237813,0.7308827591093143,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,4.548200597426061,2.6463755393361548,3.699030302556342,0.6614492926434055,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,2.0925450126444467,1.1842797391133082,1.7251742316267256,0.6796984937455703,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,1.0153673253979936,0.47690648866000945,0.8963989103964008,0.7793925902500871,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.525463895922124,0.0,0.525463895922124,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.2914591740284367,0.0,0.2914591740284367,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,9.985928382088861,8.793540917962366,4.732061260838604,0.2245555651423535,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,3.295228271376858,2.1741978801325303,2.476164965931901,0.5646614504560082,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.5285980536252568,0.7915372364939212,1.3077005822398682,0.7318634012850427,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.7374482054560867,0.2511555076968707,0.6933619305124343,0.8840095144063889,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.3183315962906224,0.0,0.3183315962906224,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.13248928208067814,0.0,0.13248928208067814,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,5.791635506245984,5.496207852796712,1.8261273438796455,0.09941677598141124,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,3.6821986556446125,3.0313250267917393,2.0903721012243373,0.322279566523617,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,2.4688535389282116,1.4813990243909687,1.9750176523798062,0.6399577600298966,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,1.3531481888738977,0.5647234945358752,1.2296736948361136,0.8258269361641958,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.6788164085731542,0.0,0.6788164085731542,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.32478419090222266,0.0,0.32478419090222266,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,11.38229393398227,8.69622835250867,7.343856455609269,0.4162830864137388,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,3.7550015905122445,2.623893786730953,2.6861158464787374,0.5117162720194829,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.2305360791123072,0.8419591388570825,0.8973983789221655,0.5318410534779671,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.6132044943231827,0.3143359000324078,0.5265099180537498,0.7372290749065281,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.337474038469227,0.0,0.337474038469227,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.17982828191068695,0.0,0.17982828191068695,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,6.990578554577236,6.448154843915647,2.6999051162221113,0.14916631567933325,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,3.94903439441034,3.0409870941993002,2.5193789197238945,0.40701006570048315,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,2.326490577984219,1.4902760911910022,1.786514926182766,0.5896722658737127,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,1.2869164752663518,0.4727112077575022,1.1969536868118225,0.8650754193097261,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.635299893686311,0.0,0.635299893686311,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.2875217124058781,0.0,0.2875217124058781,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,5.6315914911128555,5.311526961395412,1.871497812220023,0.11043744723911546,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,2.8999616136296718,2.3585215599865204,1.687351004268039,0.33855276894350667,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.6730294795277882,1.0397411797897285,1.3107119891183132,0.6137724023353204,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.8747178631311436,0.3409096528235809,0.8055507114343701,0.8481053051937014,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.4532814695689741,0.0,0.4532814695689741,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.23159903798120182,0.0,0.23159903798120182,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,11.981241430300722,7.848089832109332,9.053045465383269,0.5709338120613361,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,4.475566646798235,3.102584935778005,3.2256260673264943,0.5194359250176827,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.8830295597577258,1.4287125831106797,1.22661349975556,0.42432752573697197,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,1.1178800006636924,0.49761727791654076,1.0010158543213934,0.8018470558757155,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.633324628031766,0.0,0.633324628031766,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.3206088939163984,0.0,0.3206088939163984,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,5.956566810352924,4.51049841518889,3.8905131040489405,0.4266008635987078,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,2.178517952911851,1.8127371748823728,1.2082733159176842,0.307615406225716,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.1602261843438837,0.7682125668587498,0.8694677975390801,0.561592990197118,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.592827881867367,0.2342483418961276,0.5445848068375244,0.84386660307662,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.30456039137051283,0.0,0.30456039137051283,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.1624548565608442,0.0,0.1624548565608442,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,10.422861391504938,6.690846435898681,7.991784128575181,0.5879136776417311,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,5.024924392877649,3.0771699486234216,3.9725168673557243,0.6249890906383821,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,2.2597861603603406,0.9398673887245095,2.0550627197650937,0.8270189724754208,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,1.0038971510223609,0.38997075079488885,0.9250579999952888,0.8491012557333038,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.4951314729550212,0.0,0.4951314729550212,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.25349152922510804,0.0,0.25349152922510804,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,18.833716207493428,10.119405352493683,15.884158822434472,0.7113058780018134,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,8.531791297728889,3.147598871066274,7.929948555625359,0.8638936727039522,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,3.8306122030776693,1.0614039275264533,3.680626516369051,0.9232240842999736,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,1.7468894465841927,0.3792777445441013,1.705218792730354,0.9528606188152019,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.8144559680463003,0.0,0.8144559680463003,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.38770933793740414,0.0,0.38770933793740414,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,9.792018085372282,7.145295914484104,6.695398754272566,0.4675289202433804,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,4.7995500727870235,2.408641920524331,4.151400366127409,0.7481491462660671,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.9481230984214561,0.8275532833336297,1.7636153690209617,0.8195490633009915,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.8156652252336616,0.3558943634482198,0.7339270820192333,0.8096213138376286,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.36443799126599813,0.0,0.36443799126599813,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.18732929414396363,0.0,0.18732929414396363,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,15.759994774219022,7.877230908024272,13.650152691639681,0.7501755072576143,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,6.655708016201321,3.7051523481479567,5.529041080869287,0.6900985435865148,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,2.4945088318767072,1.7069385708658087,1.819047835435199,0.5317630391420163,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,1.0879655022201276,0.463502030462058,0.9842940626553853,0.8185015031925962,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.595620100716693,0.0,0.595620100716693,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.31717317006730966,0.0,0.31717317006730966,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,10.300451263063215,6.689027784013862,7.8330200770476255,0.5782903912823554,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,3.4278326052686467,2.216704134550903,2.6146240933655784,0.5818074884611946,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.4350075159878535,0.7691271685920964,1.2114825502148738,0.7127315350118589,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.6785509910130494,0.26020168922670456,0.6266789675171499,0.8529533126852058,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.3671392086850051,0.0,0.3671392086850051,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.2063057371597358,0.0,0.2063057371597358,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,11.322565788326298,9.522682055359818,6.125277340945896,0.29265894957566707,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,4.956259975282756,2.6655446059160353,4.178442879406364,0.7107564044630724,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,2.0084260236609186,0.7514239321035543,1.8625619900503831,0.8600224571803169,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.8257214980851021,0.11999894646458818,0.8169554732341869,0.9788803030243898,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.35729113262992906,0.0,0.35729113262992906,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.18454431558278278,0.0,0.18454431558278278,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,10.32576277447567,7.88958612365592,6.661516919753596,0.41619991199601114,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,3.379746718839431,2.234057467567941,2.5360747455683983,0.5630614423420435,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.5234089498567482,0.8526834084262148,1.2624206246328094,0.6867128227712908,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.6660258153218845,0.2902738746592111,0.5994426280850484,0.810052415830711,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.3064800935545164,0.0,0.3064800935545164,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.16721634630450358,0.0,0.16721634630450358,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,9.424625623218486,8.589875006323467,3.8778364475008296,0.16929758428790173,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,4.310348644967267,3.9580330003816493,1.7067747974062069,0.15679335144982998,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,2.2457889003033733,1.8069560456604528,1.333595753508902,0.35262292680252993,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,1.0777788995110646,0.5913325683542727,0.901073332107227,0.698973836106769,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.517393258798193,0.0,0.517393258798193,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.257820449861778,0.0,0.257820449861778,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,9.584349777028702,7.4776847081788205,5.995330854381497,0.3912920281935553,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,3.509015057506805,2.6822641242794725,2.2624424504090173,0.4157043970023026,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.5714003998877846,1.1918081241500094,1.0241545840240749,0.42477339516213425,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.7191646700074031,0.539296535001986,0.47576997585147035,0.43766052376157244,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.36885734813728893,0.0,0.36885734813728893,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.23530829471486117,0.0,0.23530829471486117,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,12.18482500084126,9.3176575589847,7.851828953474565,0.4152437152241485,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,3.381827631569075,2.56552021341696,2.203375629390753,0.42449653207313,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.2138216223622953,0.8531182293929676,0.8634536568870635,0.5060207515394874,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.5598667802553942,0.22054169887030764,0.514599038760218,0.8448284734465281,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.2871435606151499,0.0,0.2871435606151499,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.1422640764167271,0.0,0.1422640764167271,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,6.787254907279285,6.220929091395382,2.714197932395013,0.15991702810736377,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,3.2246285817954994,2.300434857632884,2.2596966513937278,0.49106715340041557,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.8174690100913051,0.9798901322997635,1.5306890380687452,0.7093162596917167,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.9477014313390486,0.42061485981921837,0.8492473977948597,0.8030181779222519,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.4723314939660719,0.0,0.4723314939660719,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.24563888366839795,0.0,0.24563888366839795,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,8.903474212712181,6.155638998960914,6.432725827431346,0.5220006846748666,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,2.6168225701116303,2.2602110332102834,1.318789766718009,0.25398179207384114,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.0303262599462637,0.8648926766393915,0.5599400502110964,0.29534765441196553,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.47564855936259787,0.1502956439142034,0.4512790394469144,0.9001563577621795,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.2426103433267577,0.0,0.2426103433267577,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.13602520817566527,0.0,0.13602520817566527,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,7.507535175355022,6.878215017090186,3.008860679371514,0.16062361885914467,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,4.673479238179856,3.4362890814424545,3.1675425077585837,0.45937173332944287,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,2.8113487772420727,1.5824113506034254,2.3237160465043787,0.6831823826901579,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,1.5370417106011456,0.7095196107104123,1.3634805250332844,0.7869127321320426,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.8043438630004168,0.0,0.8043438630004168,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.40356926839825963,0.0,0.40356926839825963,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,10.29913074561601,6.097561232793735,8.30011091056161,0.6494812957378145,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,3.881988186242852,2.29705237836552,3.129438072429997,0.6498667316548417,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,6,k,8,1.54043881564871,0.808866544921613,1.3109869020183889,0.7242821776974768,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,8,k,4,0.6943872516418419,0.3999807336661747,0.5676170081477293,0.6682013097053171,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,10,k,0,0.3324227071000238,0.0,0.3324227071000238,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,12,k,0,0.16988507460807317,0.0,0.16988507460807317,1.0,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,2,k,16,5.198076187484368,4.215030514742702,3.041958877217095,0.3424691030024929,n/a,n/a,n/a
exp2_more_trials,uniform_h=1.00,20,4,k,12,2.405886315257253,1.8573154180940765,1.5292705449501562,0.4040344936178625,n/a,n/a,n/a
