regime,trial,full_slope,full_r2,interior_slope,interior_r2,boundary_slope,boundary_r2
uniform_h=1.00,0,-0.39889994684526753,0.996559872670092,-4.121901800920733,0.7405536825148213,-0.35910255657424556,0.9984831008391346
uniform_h=1.00,1,-0.3365920128519388,0.9996182006835608,-4.111022681073945,0.7317896358606445,-0.29232380973212324,0.9995295040812886
uniform_h=1.00,2,-0.37886152896005415,0.9967619591500562,-4.118565693269033,0.7334663724507082,-0.3493728542510413,0.9977236166891824
uniform_h=1.00,3,-0.40952170752479305,0.9967076898780517,-4.091534111874826,0.7377435741023233,-0.3973092865688446,0.9973703795257157
uniform_h=1.00,4,-0.4013996493794367,0.9781685551754682,-4.110149701683084,0.7345333957558247,-0.3729986874895034,0.9656050964653693
uniform_h=1.00,5,-0.33007115333200576,0.9972302385868101,-4.1443870643361125,0.7283268342599827,-0.29614399126128765,0.9923584279722781
uniform_h=1.00,6,-0.3642637798998036,0.9943645281712494,-4.128489631806901,0.7255262277901857,-0.34323276190151925,0.9878886317707328
uniform_h=1.00,7,-0.41932105930373753,0.996400061894241,-4.152259750391225,0.7411907108090896,-0.35238090779802156,0.9953641319464481
uniform_h=1.00,8,-0.2868444168674122,0.9857277241984783,-4.130312978432658,0.7216836572037097,-0.17831468282574495,0.8117563429251048
uniform_h=1.00,9,-0.4094804601405748,0.9784003797463464,-4.157198652956548,0.7383732838409508,-0.3614914769068526,0.9685119629730697
uniform_h=1.00,10,-0.3146942950588098,0.9937786290035772,-4.144485139709591,0.7263733566472534,-0.22474094653092075,0.9280680513770176
uniform_h=1.00,11,-0.31674296116268824,0.9992140349249836,-4.119268892029186,0.7290570188992385,-0.21253484268031708,0.9386907694875931
uniform_h=1.00,12,-0.3498862973368349,0.9857192715366492,-4.158042380121419,0.728624092575383,-0.31128731398284903,0.9536435792995821
uniform_h=1.00,13,-0.3511900743345962,0.9933674866650385,-4.0973492565401415,0.7325474838343791,-0.29259390167045723,0.9704278536175968
uniform_h=1.00,14,-0.3763648580789842,0.9989443170102342,-4.143794444772802,0.7319316759759399,-0.34713421662248106,0.9992153186821296
uniform_h=1.00,15,-0.3892575826053618,0.9998044752898708,-4.176449776680444,0.7373834146152893,-0.3737306035522758,0.9998286919800027
uniform_h=1.00,16,-0.405523643570664,0.9980507889276803,-4.1374787291648545,0.733698739772463,-0.3722397757547103,0.9949349417989239
uniform_h=1.00,17,-0.3942796321350849,0.9910975952933344,-4.169470177630715,0.7295348422437316,-0.372984772610045,0.9785408647962163
