experiment_name,regime,M,trial,k,raw_to_ref_l2,ref_to_ideal_l2,gap_ratio
exp6_two_bridge_gap_compare,uniform_h=1.00,20,2,4,2.3443409545331154e-14,3.847245797934323,3847245797934.323
exp6_two_bridge_gap_compare,uniform_h=1.00,20,2,6,3.471601422019123e-14,1.6123142237427053,1612314223742.7053
exp6_two_bridge_gap_compare,uniform_h=1.00,20,2,8,2.7356359237214168e-14,0.7718706196072829,771870619607.2828
exp6_two_bridge_gap_compare,uniform_h=1.00,20,2,10,4.165345316365086e-14,0.3898900109899786,389890010989.97864
exp6_two_bridge_gap_compare,uniform_h=1.00,20,2,12,6.314336935666429e-14,0.20136635898607386,201366358986.07385
exp6_two_bridge_gap_compare,uniform_h=1.00,20,3,2,1.2103112335482007e-14,10.594307001245435,10594307001245.436
exp6_two_bridge_gap_compare,uniform_h=1.00,20,3,4,8.636358340511323e-14,4.056566727085015,4056566727085.0156
exp6_two_bridge_gap_compare,uniform_h=1.00,20,3,6,5.0782538594082864e-14,1.6900589988347785,1690058998834.7786
exp6_two_bridge_gap_compare,uniform_h=1.00,20,3,8,9.292093565427908e-14,0.7418146555175379,741814655517.538
exp6_two_bridge_gap_compare,uniform_h=1.00,20,3,10,1.5478684833944268e-13,0.3552010411498255,355201041149.8255
exp6_two_bridge_gap_compare,uniform_h=1.00,20,3,12,1.7332308494661588e-13,0.17428589153743432,174285891537.43433
exp6_two_bridge_gap_compare,uniform_h=1.00,20,4,2,5.972131681855147e-15,8.944792642782652,8944792642782.652
exp6_two_bridge_gap_compare,uniform_h=1.00,20,4,4,2.9898429481816945e-14,3.1104096373019923,3110409637301.992
exp6_two_bridge_gap_compare,uniform_h=1.00,20,4,6,2.947857995459821e-14,1.0686959571626373,1068695957162.6373
exp6_two_bridge_gap_compare,uniform_h=1.00,20,4,8,2.945957871499488e-14,0.48931483523931985,489314835239.3199
exp6_two_bridge_gap_compare,uniform_h=1.00,20,4,10,5.913473408077923e-14,0.28454674289044335,284546742890.44336
exp6_two_bridge_gap_compare,uniform_h=1.00,20,4,12,5.887437061862185e-14,0.1592438530959488,159243853095.9488
exp6_two_bridge_gap_compare,uniform_h=1.00,20,5,2,1.841197706735584e-14,8.971973355229618,8971973355229.62
exp6_two_bridge_gap_compare,uniform_h=1.00,20,5,4,5.384702522542641e-14,5.344609637918302,5344609637918.303
exp6_two_bridge_gap_compare,uniform_h=1.00,20,5,6,5.0006162621821826e-14,2.848017051323283,2848017051323.283
exp6_two_bridge_gap_compare,uniform_h=1.00,20,5,8,1.3151899135602365e-13,1.4123890240239807,1412389024023.9807
exp6_two_bridge_gap_compare,uniform_h=1.00,20,5,10,1.1131396464555775e-13,0.6888431736387061,688843173638.706
exp6_two_bridge_gap_compare,uniform_h=1.00,20,5,12,1.0902852189346154e-13,0.347384052264699,347384052264.699
exp6_two_bridge_gap_compare,uniform_h=1.00,20,6,2,1.6970510376454126e-15,11.328120525870771,11328120525870.771
exp6_two_bridge_gap_compare,uniform_h=1.00,20,6,4,3.833521694396796e-14,4.548200597426064,4548200597426.063
exp6_two_bridge_gap_compare,uniform_h=1.00,20,6,6,5.735525224045926e-14,2.0925450126444423,2092545012644.4424
exp6_two_bridge_gap_compare,uniform_h=1.00,20,6,8,1.485349341077409e-13,1.0153673253979993,1015367325397.9994
exp6_two_bridge_gap_compare,uniform_h=1.00,20,6,10,2.1022036127521195e-13,0.5254638959221143,525463895922.1143
