kind,scheme,slope,intercept,r2,k_min,k_max,is_k_dependent
ideal,,-4.68633482621129,16.098499813580926,0.6859188670308012,2,8,True
actual,A,-3.552713678800501e-15,-25.62958238046526,1.0,2,8,False
actual,B,-0.2070143980127062,6.736364095920847,0.9218003505891158,2,8,True
actual,C,-0.3160298521722041,3.8196460178934077,0.9956993115253935,2,8,True
