regime,M,trial,k,segment_i,delta_scale,delta_response_l2,amplification_ratio
bounded_[0.50,2.00],40,11,6,20,0.0001,1.545518936498123e-15,1.545518936498123e-11
bounded_[0.50,2.00],40,11,6,20,0.001,6.200247279160589e-16,6.200247279160587e-13
bounded_[0.50,2.00],40,11,8,20,1e-06,3.3777658986171264e-15,3.377765898617126e-09
bounded_[0.50,2.00],40,11,8,20,1e-05,3.265565713491966e-15,3.265565713491966e-10
bounded_[0.50,2.00],40,11,8,20,0.0001,0.0,0.0
bounded_[0.50,2.00],40,11,8,20,0.001,3.597713608733137e-15,3.5977136087331375e-12
bounded_[0.50,2.00],40,11,10,20,1e-06,4.833549847614354e-16,4.833549847614354e-10
bounded_[0.50,2.00],40,11,10,20,1e-05,4.833549847614354e-16,4.8335498476143537e-11
bounded_[0.50,2.00],40,11,10,20,0.0001,4.833549847614354e-16,4.833549847614353e-12
bounded_[0.50,2.00],40,11,10,20,0.001,4.833549847614354e-16,4.833549847614354e-13
bounded_[0.50,2.00],40,11,12,20,1e-06,1.6460575473189013e-14,1.6460575473189015e-08
bounded_[0.50,2.00],40,11,12,20,1e-05,1.3511312293631407e-14,1.3511312293631406e-09
bounded_[0.50,2.00],40,11,12,20,0.0001,0.0,0.0
bounded_[0.50,2.00],40,11,12,20,0.001,4.815556676626734e-15,4.815556676626734e-12
bounded_[0.50,2.00],40,12,2,20,1e-06,0.0,0.0
bounded_[0.50,2.00],40,12,2,20,1e-05,2.8609792490763984e-17,2.8609792490763977e-12
bounded_[0.50,2.00],40,12,2,20,0.0001,0.0,0.0
bounded_[0.50,2.00],40,12,2,20,0.001,2.8609792490763984e-17,2.8609792490763985e-14
bounded_[0.50,2.00],40,12,4,20,1e-06,3.560696909376388e-17,3.5606969093763884e-11
bounded_[0.50,2.00],40,12,4,20,1e-05,3.560696909376388e-17,3.5606969093763877e-12
bounded_[0.50,2.00],40,12,4,20,0.0001,7.32508225432965e-17,7.325082254329649e-13
bounded_[0.50,2.00],40,12,4,20,0.001,2.1247847262590205e-17,2.1247847262590206e-14
bounded_[0.50,2.00],40,12,6,20,1e-06,0.0,0.0
bounded_[0.50,2.00],40,12,6,20,1e-05,0.0,0.0
bounded_[0.50,2.00],40,12,6,20,0.0001,0.0,0.0
bounded_[0.50,2.00],40,12,6,20,0.001,0.0,0.0
bounded_[0.50,2.00],40,12,8,20,1e-06,1.0431282813543398e-15,1.0431282813543398e-09
bounded_[0.50,2.00],40,12,8,20,1e-05,9.697785227348895e-16,9.697785227348894e-11
bounded_[0.50,2.00],40,12,8,20,0.0001,1.794091786574265e-15,1.794091786574265e-11
bounded_[0.50,2.00],40,12,8,20,0.001,5.857928986916624e-16,5.857928986916624e-13
bounded_[0.50,2.00],40,12,10,20,1e-06,5.46512235167707e-16,5.465122351677069e-10
bounded_[0.50,2.00],40,12,10,20,1e-05,1.838556529302071e-15,1.838556529302071e-10
bounded_[0.50,2.00],40,12,10,20,0.0001,0.0,0.0
bounded_[0.50,2.00],40,12,10,20,0.001,1.3505357735714875e-15,1.3505357735714876e-12
bounded_[0.50,2.00],40,12,12,20,1e-06,0.0,0.0
bounded_[0.50,2.00],40,12,12,20,1e-05,0.0,0.0
bounded_[0.50,2.00],40,12,12,20,0.0001,0.0,0.0
bounded_[0.50,2.00],40,12,12,20,0.001,2.8935983251197643e-15,2.8935983251197642e-12
bounded_[0.50,2.00],40,13,2,20,1e-06,2.5438405243138006e-16,2.5438405243138006e-10
bounded_[0.50,2.00],40,13,2,20,1e-05,0.0,0.0
bounded_[0.50,2.00],40,13,2,20,0.0001,2.7755575615628914e-17,2.7755575615628914e-13
bounded_[0.50,2.00],40,13,2,20,0.001,1.1857187100668868e-16,1.1857187100668867e-13
bounded_[0.50,2.00],40,13,4,20,1e-06,1.6518645593775993e-16,1.6518645593775993e-10
bounded_[0.50,2.00],40,13,4,20,1e-05,4.477739746255468e-16,4.477739746255468e-11
bounded_[0.50,2.00],40,13,4,20,0.0001,3.0709758593963795e-16,3.070975859396379e-12
bounded_[0.50,2.00],40,13,4,20,0.001,1.4703252574089423e-16,1.4703252574089422e-13
bounded_[0.50,2.00],40,13,6,20,1e-06,0.0,0.0
bounded_[0.50,2.00],40,13,6,20,1e-05,3.479364070235081e-16,3.4793640702350804e-11
bounded_[0.50,2.00],40,13,6,20,0.0001,2.0593997169170374e-16,2.059399716917037e-12
bounded_[0.50,2.00],40,13,6,20,0.001,7.763270347666171e-16,7.76327034766617e-13
bounded_[0.50,2.00],40,13,8,20,1e-06,0.0,0.0
bounded_[0.50,2.00],40,13,8,20,1e-05,1.51420996692475e-15,1.5142099669247499e-10
bounded_[0.50,2.00],40,13,8,20,0.0001,0.0,0.0
bounded_[0.50,2.00],40,13,8,20,0.001,0.0,0.0
bounded_[0.50,2.00],40,13,10,20,1e-06,9.48907076754121e-15,9.489070767541209e-09
bounded_[0.50,2.00],40,13,10,20,1e-05,2.9121768520318774e-15,2.912176852031877e-10
bounded_[0.50,2.00],40,13,10,20,0.0001,1.02022001362403e-14,1.0202200136240301e-10
bounded_[0.50,2.00],40,13,10,20,0.001,9.48907076754121e-15,9.489070767541209e-12
bounded_[0.50,2.00],40,13,12,20,1e-06,0.0,0.0
bounded_[0.50,2.00],40,13,12,20,1e-05,7.738663410107897e-15,7.738663410107894e-10
bounded_[0.50,2.00],40,13,12,20,0.0001,0.0,0.0
bounded_[0.50,2.00],40,13,12,20,0.001,0.0,0.0
bounded_[0.50,2.00],40,14,2,20,1e-06,1.020937454451727e-15,1.020937454451727e-09
bounded_[0.50,2.00],40,14,2,20,1e-05,1.1594391321592913e-15,1.1594391321592912e-10
bounded_[0.50,2.00],40,14,2,20,0.0001,3.510833468576701e-16,3.510833468576701e-12
bounded_[0.50,2.00],40,14,2,20,0.001,4.847302891456678e-16,4.847302891456678e-13
bounded_[0.50,2.00],40,14,4,20,1e-06,0.0,0.0
bounded_[0.50,2.00],40,14,4,20,1e-05,2.7194799110210365e-16,2.7194799110210362e-11
bounded_[0.50,2.00],40,14,4,20,0.0001,2.7194799110210365e-16,2.719479911021036e-12
bounded_[0.50,2.00],40,14,4,20,0.001,0.0,0.0
bounded_[0.50,2.00],40,14,6,20,1e-06,2.501516965874343e-15,2.501516965874343e-09
bounded_[0.50,2.00],40,14,6,20,1e-05,2.501516965874343e-15,2.501516965874343e-10
bounded_[0.50,2.00],40,14,6,20,0.0001,3.913517707255101e-15,3.913517707255101e-11
bounded_[0.50,2.00],40,14,6,20,0.001,4.064942398006808e-15,4.064942398006807e-12
bounded_[0.50,2.00],40,14,8,20,1e-06,1.5415769088502652e-14,1.541576908850265e-08
bounded_[0.50,2.00],40,14,8,20,1e-05,1.2319270886528992e-14,1.2319270886528991e-09
bounded_[0.50,2.00],40,14,8,20,0.0001,1.166250348327869e-15,1.1662503483278689e-11
bounded_[0.50,2.00],40,14,8,20,0.001,1.166250348327869e-15,1.1662503483278691e-12
bounded_[0.50,2.00],40,14,10,20,1e-06,8.23542426397341e-15,8.235424263973411e-09
bounded_[0.50,2.00],40,14,10,20,1e-05,2.4585848498717124e-15,2.4585848498717125e-10
bounded_[0.50,2.00],40,14,10,20,0.0001,3.703005273438102e-15,3.7030052734381014e-11
bounded_[0.50,2.00],40,14,10,20,0.001,2.8454964817140413e-15,2.845496481714041e-12
bounded_[0.50,2.00],40,14,12,20,1e-06,8.910328739638964e-15,8.910328739638964e-09
bounded_[0.50,2.00],40,14,12,20,1e-05,5.882876751803448e-15,5.882876751803447e-10
bounded_[0.50,2.00],40,14,12,20,0.0001,0.0,0.0
bounded_[0.50,2.00],40,14,12,20,0.001,0.0,0.0
bounded_[0.50,2.00],40,15,2,20,1e-06,3.469446951953614e-18,3.469446951953614e-12
bounded_[0.50,2.00],40,15,2,20,1e-05,2.8609792490763984e-17,2.860979249076398e-12
bounded_[0.50,2.00],40,15,2,20,0.0001,3.8423243915556383e-16,3.8423243915556385e-12
bounded_[0.50,2.00],40,15,2,20,0.001,3.885780586188048e-16,3.885780586188048e-13
bounded_[0.50,2.00],40,15,4,20,1e-06,1.1942480778075518e-16,1.1942480778075518e-10
bounded_[0.50,2.00],40,15,4,20,1e-05,0.0,0.0
bounded_[0.50,2.00],40,15,4,20,0.0001,1.1942480778075518e-16,1.1942480778075518e-12
bounded_[0.50,2.00],40,15,4,20,0.001,1.1942480778075518e-16,1.194248077807552e-13
bounded_[0.50,2.00],40,15,6,20,1e-06,1.0868494462719526e-15,1.0868494462719527e-09
bounded_[0.50,2.00],40,15,6,20,1e-05,6.023308954119267e-16,6.023308954119268e-11
bounded_[0.50,2.00],40,15,6,20,0.0001,1.0868494462719526e-15,1.0868494462719526e-11
bounded_[0.50,2.00],40,15,6,20,0.001,0.0,0.0
bounded_[0.50,2.00],40,15,8,20,1e-06,2.863176862492329e-15,2.8631768624923292e-09
bounded_[0.50,2.00],40,15,8,20,1e-05,0.0,0.0
bounded_[0.50,2.00],40,15,8,20,0.0001,1.5553332393609883e-15,1.5553332393609883e-11
bounded_[0.50,2.00],40,15,8,20,0.001,4.339916742790744e-15,4.339916742790744e-12
bounded_[0.50,2.00],40,15,10,20,1e-06,0.0,0.0
bounded_[0.50,2.00],40,15,10,20,1e-05,3.3059270482929024e-15,3.305927048292903e-10
bounded_[0.50,2.00],40,15,10,20,0.0001,0.0,0.0
bounded_[0.50,2.00],40,15,10,20,0.001,7.226944871901141e-15,7.226944871901141e-12
bounded_[0.50,2.00],40,15,12,20,1e-06,5.652018796893053e-15,5.6520187968930535e-09
bounded_[0.50,2.00],40,15,12,20,1e-05,5.652018796893053e-15,5.652018796893052e-10
bounded_[0.50,2.00],40,15,12,20,0.0001,5.652018796893053e-15,5.652018796893053e-11
bounded_[0.50,2.00],40,15,12,20,0.001,0.0,0.0
bounded_[0.50,2.00],40,16,2,20,1e-06,2.240518938839742e-16,2.240518938839742e-10
bounded_[0.50,2.00],40,16,2,20,1e-05,2.4830341250389795e-16,2.4830341250389794e-11
bounded_[0.50,2.00],40,16,2,20,0.0001,2.352010128934001e-16,2.352010128934001e-12
bounded_[0.50,2.00],40,16,2,20,0.001,0.0,0.0
bounded_[0.50,2.00],40,16,4,20,1e-06,1.4527601126218692e-17,1.4527601126218695e-11
bounded_[0.50,2.00],40,16,4,20,1e-05,1.1629311654106322e-16,1.1629311654106321e-11
bounded_[0.50,2.00],40,16,4,20,0.0001,1.40529708486861e-17,1.4052970848686098e-13
bounded_[0.50,2.00],40,16,4,20,0.001,6.576416832378703e-17,6.576416832378705e-14
bounded_[0.50,2.00],40,16,6,20,1e-06,2.2052990837016e-15,2.2052990837016e-09
bounded_[0.50,2.00],40,16,6,20,1e-05,0.0,0.0
bounded_[0.50,2.00],40,16,6,20,0.0001,2.0829591008548874e-15,2.0829591008548873e-11
bounded_[0.50,2.00],40,16,6,20,0.001,2.0829591008548874e-15,2.0829591008548873e-12
bounded_[0.50,2.00],40,16,8,20,1e-06,3.160132119861664e-15,3.1601321198616642e-09
bounded_[0.50,2.00],40,16,8,20,1e-05,3.160132119861664e-15,3.160132119861663e-10
bounded_[0.50,2.00],40,16,8,20,0.0001,3.160132119861664e-15,3.160132119861664e-11
bounded_[0.50,2.00],40,16,8,20,0.001,1.665854872690766e-15,1.665854872690766e-12
bounded_[0.50,2.00],40,16,10,20,1e-06,1.0335274325705301e-14,1.0335274325705302e-08
bounded_[0.50,2.00],40,16,10,20,1e-05,0.0,0.0
bounded_[0.50,2.00],40,16,10,20,0.0001,1.0335274325705301e-14,1.03352743257053e-10
bounded_[0.50,2.00],40,16,10,20,0.001,1.0335274325705301e-14,1.0335274325705304e-11
bounded_[0.50,2.00],40,16,12,20,1e-06,3.8313314915808635e-15,3.831331491580863e-09
bounded_[0.50,2.00],40,16,12,20,1e-05,3.8313314915808635e-15,3.8313314915808634e-10
bounded_[0.50,2.00],40,16,12,20,0.0001,3.8313314915808635e-15,3.8313314915808635e-11
bounded_[0.50,2.00],40,16,12,20,0.001,2.2905113845479342e-14,2.2905113845479348e-11
bounded_[0.50,2.00],40,17,2,20,1e-06,3.1031676915590914e-17,3.103167691559092e-11
bounded_[0.50,2.00],40,17,2,20,1e-05,9.71445146547012e-17,9.71445146547012e-12
bounded_[0.50,2.00],40,17,2,20,0.0001,9.309503074677274e-17,9.309503074677274e-13
bounded_[0.50,2.00],40,17,2,20,0.001,7.850462293418876e-17,7.850462293418876e-14
bounded_[0.50,2.00],40,17,4,20,1e-06,1.6098383401497414e-16,1.6098383401497414e-10
bounded_[0.50,2.00],40,17,4,20,1e-05,1.0440906326024431e-15,1.0440906326024431e-10
bounded_[0.50,2.00],40,17,4,20,0.0001,5.992509284040806e-16,5.992509284040806e-12
bounded_[0.50,2.00],40,17,4,20,0.001,6.800558542929672e-16,6.800558542929672e-13
bounded_[0.50,2.00],40,17,6,20,1e-06,4.494373593502923e-16,4.4943735935029226e-10
bounded_[0.50,2.00],40,17,6,20,1e-05,6.874847237683032e-16,6.874847237683031e-11
bounded_[0.50,2.00],40,17,6,20,0.0001,1.202864063022399e-15,1.2028640630223989e-11
bounded_[0.50,2.00],40,17,6,20,0.001,6.78460974390349e-16,6.78460974390349e-13
bounded_[0.50,2.00],40,17,8,20,1e-06,5.529377694153741e-15,5.529377694153741e-09
bounded_[0.50,2.00],40,17,8,20,1e-05,0.0,0.0
bounded_[0.50,2.00],40,17,8,20,0.0001,1.433066458015806e-15,1.433066458015806e-11
bounded_[0.50,2.00],40,17,8,20,0.001,3.135017779708684e-16,3.135017779708684e-13
bounded_[0.50,2.00],40,17,10,20,1e-06,6.087175142311392e-15,6.087175142311392e-09
bounded_[0.50,2.00],40,17,10,20,1e-05,1.777146098767786e-15,1.7771460987677856e-10
bounded_[0.50,2.00],40,17,10,20,0.0001,1.0293742256982076e-15,1.0293742256982074e-11
bounded_[0.50,2.00],40,17,10,20,0.001,1.0293742256982076e-15,1.0293742256982076e-12
bounded_[0.50,2.00],40,17,12,20,1e-06,5.583211212952541e-15,5.583211212952541e-09
bounded_[0.50,2.00],40,17,12,20,1e-05,1.3366874569833625e-15,1.3366874569833623e-10
bounded_[0.50,2.00],40,17,12,20,0.0001,5.583211212952541e-15,5.583211212952541e-11
bounded_[0.50,2.00],40,17,12,20,0.001,5.569286965995791e-15,5.569286965995791e-12
bounded_[0.50,2.00],40,18,2,20,1e-06,2.3055512673781017e-16,2.3055512673781018e-10
bounded_[0.50,2.00],40,18,2,20,1e-05,1.0007415106216802e-16,1.0007415106216802e-11
bounded_[0.50,2.00],40,18,2,20,0.0001,1.0007415106216802e-16,1.0007415106216801e-12
bounded_[0.50,2.00],40,18,2,20,0.001,0.0,0.0
bounded_[0.50,2.00],40,18,4,20,1e-06,1.387882047196281e-15,1.387882047196281e-09
bounded_[0.50,2.00],40,18,4,20,1e-05,1.240970361358134e-15,1.240970361358134e-10
bounded_[0.50,2.00],40,18,4,20,0.0001,1.1945775551819851e-15,1.1945775551819851e-11
bounded_[0.50,2.00],40,18,4,20,0.001,1.3640442973555529e-15,1.3640442973555528e-12
bounded_[0.50,2.00],40,18,6,20,1e-06,1.5663198577301614e-15,1.5663198577301614e-09
bounded_[0.50,2.00],40,18,6,20,1e-05,4.170397906237282e-15,4.1703979062372813e-10
bounded_[0.50,2.00],40,18,6,20,0.0001,1.5891809243126747e-15,1.5891809243126745e-11
bounded_[0.50,2.00],40,18,6,20,0.001,2.35734814963702e-15,2.35734814963702e-12
bounded_[0.50,2.00],40,18,8,20,1e-06,1.4250645132488821e-15,1.4250645132488822e-09
bounded_[0.50,2.00],40,18,8,20,1e-05,1.5781674828995729e-15,1.5781674828995724e-10
bounded_[0.50,2.00],40,18,8,20,0.0001,7.357927319764748e-16,7.357927319764747e-12
bounded_[0.50,2.00],40,18,8,20,0.001,7.993894892652047e-16,7.993894892652047e-13
bounded_[0.50,2.00],40,18,10,20,1e-06,1.7948037597782936e-14,1.7948037597782933e-08
bounded_[0.50,2.00],40,18,10,20,1e-05,1.4514531152167868e-14,1.4514531152167868e-09
bounded_[0.50,2.00],40,18,10,20,0.0001,3.0688982374337206e-14,3.0688982374337204e-10
bounded_[0.50,2.00],40,18,10,20,0.001,4.125972334505054e-14,4.125972334505055e-11
bounded_[0.50,2.00],40,18,12,20,1e-06,1.84986281803756e-14,1.84986281803756e-08
bounded_[0.50,2.00],40,18,12,20,1e-05,5.799999064909275e-14,5.799999064909274e-09
bounded_[0.50,2.00],40,18,12,20,0.0001,5.799999064909275e-14,5.799999064909276e-10
bounded_[0.50,2.00],40,18,12,20,0.001,5.799999064909275e-14,5.7999990649092744e-11
bounded_[0.50,2.00],40,19,2,20,1e-06,2.482534153247273e-16,2.4825341532472734e-10
bounded_[0.50,2.00],40,19,2,20,1e-05,2.2887833992611187e-16,2.2887833992611185e-11
bounded_[0.50,2.00],40,19,2,20,0.0001,1.3597399555105182e-16,1.3597399555105183e-12
bounded_[0.50,2.00],40,19,2,20,0.001,3.7238012298709097e-16,3.7238012298709096e-13
bounded_[0.50,2.00],40,19,4,20,1e-06,2.521935357304681e-16,2.5219353573046807e-10
bounded_[0.50,2.00],40,19,4,20,1e-05,1.2622423060370469e-16,1.2622423060370467e-11
bounded_[0.50,2.00],40,19,4,20,0.0001,2.521935357304681e-16,2.521935357304681e-12
bounded_[0.50,2.00],40,19,4,20,0.001,2.521935357304681e-16,2.521935357304681e-13
bounded_[0.50,2.00],40,19,6,20,1e-06,0.0,0.0
bounded_[0.50,2.00],40,19,6,20,1e-05,8.5042905415521e-16,8.504290541552101e-11
bounded_[0.50,2.00],40,19,6,20,0.0001,8.5042905415521e-16,8.5042905415521e-12
bounded_[0.50,2.00],40,19,6,20,0.001,0.0,0.0
bounded_[0.50,2.00],40,19,8,20,1e-06,2.789265971351586e-16,2.789265971351586e-10
bounded_[0.50,2.00],40,19,8,20,1e-05,7.555701559756983e-16,7.555701559756983e-11
bounded_[0.50,2.00],40,19,8,20,0.0001,0.0,0.0
bounded_[0.50,2.00],40,19,8,20,0.001,1.2884326939280919e-15,1.2884326939280916e-12
bounded_[0.50,2.00],40,19,10,20,1e-06,6.549930850321607e-16,6.549930850321608e-10
bounded_[0.50,2.00],40,19,10,20,1e-05,1.4715417532696323e-15,1.471541753269632e-10
bounded_[0.50,2.00],40,19,10,20,0.0001,1.233226436664501e-15,1.233226436664501e-11
bounded_[0.50,2.00],40,19,10,20,0.001,2.6695731659282885e-15,2.6695731659282885e-12
bounded_[0.50,2.00],40,19,12,20,1e-06,1.1569542465129207e-15,1.1569542465129208e-09
bounded_[0.50,2.00],40,19,12,20,1e-05,2.7472877631648706e-15,2.7472877631648707e-10
bounded_[0.50,2.00],40,19,12,20,0.0001,0.0,0.0
bounded_[0.50,2.00],40,19,12,20,0.001,2.875151878505559e-15,2.875151878505559e-12
bounded_[0.50,2.00],80,0,2,40,1e-06,0.0,0.0
bounded_[0.50,2.00],80,0,2,40,1e-05,0.0,0.0
bounded_[0.50,2.00],80,0,2,40,0.0001,0.0,0.0
bounded_[0.50,2.00],80,0,2,40,0.001,0.0,0.0
bounded_[0.50,2.00],80,0,4,40,1e-06,0.0,0.0
bounded_[0.50,2.00],80,0,4,40,1e-05,1.6202725867713898e-16,1.6202725867713893e-11
bounded_[0.50,2.00],80,0,4,40,0.0001,1.6202725867713898e-16,1.6202725867713894e-12
bounded_[0.50,2.00],80,0,4,40,0.001,3.6856240501448628e-16,3.685624050144863e-13
bounded_[0.50,2.00],80,0,6,40,1e-06,0.0,0.0
bounded_[0.50,2.00],80,0,6,40,1e-05,0.0,0.0
bounded_[0.50,2.00],80,0,6,40,0.0001,0.0,0.0
bounded_[0.50,2.00],80,0,6,40,0.001,1.7399890438093956e-15,1.7399890438093952e-12
bounded_[0.50,2.00],80,0,8,40,1e-06,2.2757139030875315e-15,2.2757139030875312e-09
bounded_[0.50,2.00],80,0,8,40,1e-05,0.0,0.0
bounded_[0.50,2.00],80,0,8,40,0.0001,0.0,0.0
bounded_[0.50,2.00],80,0,8,40,0.001,0.0,0.0
bounded_[0.50,2.00],80,0,10,40,1e-06,2.149668883470832e-15,2.149668883470832e-09
bounded_[0.50,2.00],80,0,10,40,1e-05,0.0,0.0
bounded_[0.50,2.00],80,0,10,40,0.0001,0.0,0.0
bounded_[0.50,2.00],80,0,10,40,0.001,2.149668883470832e-15,2.149668883470832e-12
bounded_[0.50,2.00],80,0,12,40,1e-06,3.615270269680836e-15,3.6152702696808367e-09
bounded_[0.50,2.00],80,0,12,40,1e-05,0.0,0.0
bounded_[0.50,2.00],80,0,12,40,0.0001,3.615270269680836e-15,3.6152702696808355e-11
bounded_[0.50,2.00],80,0,12,40,0.001,3.615270269680836e-15,3.6152702696808364e-12
bounded_[0.50,2.00],80,1,2,40,1e-06,5.034405433428661e-16,5.03440543342866e-10
bounded_[0.50,2.00],80,1,2,40,1e-05,5.034405433428661e-16,5.0344054334286606e-11
bounded_[0.50,2.00],80,1,2,40,0.0001,5.034405433428661e-16,5.0344054334286606e-12
bounded_[0.50,2.00],80,1,2,40,0.001,3.510833468576701e-16,3.510833468576701e-13
bounded_[0.50,2.00],80,1,4,40,1e-06,0.0,0.0
bounded_[0.50,2.00],80,1,4,40,1e-05,0.0,0.0
bounded_[0.50,2.00],80,1,4,40,0.0001,1.2100247271344831e-15,1.210024727134483e-11
bounded_[0.50,2.00],80,1,4,40,0.001,1.2100247271344831e-15,1.210024727134483e-12
bounded_[0.50,2.00],80,1,6,40,1e-06,3.8459253727671276e-16,3.8459253727671277e-10
bounded_[0.50,2.00],80,1,6,40,1e-05,3.8459253727671276e-16,3.8459253727671273e-11
bounded_[0.50,2.00],80,1,6,40,0.0001,3.8459253727671276e-16,3.845925372767128e-12
bounded_[0.50,2.00],80,1,6,40,0.001,1.4897952262510645e-15,1.4897952262510645e-12
bounded_[0.50,2.00],80,1,8,40,1e-06,1.9389211565826713e-15,1.938921156582671e-09
bounded_[0.50,2.00],80,1,8,40,1e-05,2.549635167928707e-15,2.5496351679287066e-10
bounded_[0.50,2.00],80,1,8,40,0.0001,1.5151605535305898e-15,1.5151605535305898e-11
bounded_[0.50,2.00],80,1,8,40,0.001,2.121992293427853e-15,2.121992293427853e-12
bounded_[0.50,2.00],80,1,10,40,1e-06,4.214464183758001e-15,4.2144641837580014e-09
bounded_[0.50,2.00],80,1,10,40,1e-05,4.214464183758001e-15,4.2144641837580006e-10
bounded_[0.50,2.00],80,1,10,40,0.0001,3.9144280279235504e-15,3.9144280279235504e-11
bounded_[0.50,2.00],80,1,10,40,0.001,7.726283875046812e-15,7.726283875046812e-12
bounded_[0.50,2.00],80,1,12,40,1e-06,4.526128584786067e-15,4.526128584786067e-09
bounded_[0.50,2.00],80,1,12,40,1e-05,4.526128584786067e-15,4.5261285847860663e-10
bounded_[0.50,2.00],80,1,12,40,0.0001,1.038815743900067e-14,1.038815743900067e-10
bounded_[0.50,2.00],80,1,12,40,0.001,1.1902191994857678e-14,1.1902191994857678e-11
bounded_[0.50,2.00],80,2,2,40,1e-06,0.0,0.0
bounded_[0.50,2.00],80,2,2,40,1e-05,3.925231146709438e-17,3.925231146709437e-12
bounded_[0.50,2.00],80,2,2,40,0.0001,0.0,0.0
bounded_[0.50,2.00],80,2,2,40,0.001,0.0,0.0
bounded_[0.50,2.00],80,2,4,40,1e-06,0.0,0.0
bounded_[0.50,2.00],80,2,4,40,1e-05,2.89570327019047e-16,2.8957032701904705e-11
bounded_[0.50,2.00],80,2,4,40,0.0001,3.293977498072421e-16,3.2939774980724206e-12
bounded_[0.50,2.00],80,2,4,40,0.001,2.89570327019047e-16,2.895703270190471e-13
bounded_[0.50,2.00],80,2,6,40,1e-06,5.582273452373883e-16,5.582273452373883e-10
bounded_[0.50,2.00],80,2,6,40,1e-05,2.201468706776188e-16,2.201468706776188e-11
bounded_[0.50,2.00],80,2,6,40,0.0001,2.201468706776188e-16,2.201468706776188e-12
bounded_[0.50,2.00],80,2,6,40,0.001,5.582273452373883e-16,5.582273452373883e-13
bounded_[0.50,2.00],80,2,8,40,1e-06,3.720446666409724e-16,3.7204466664097236e-10
bounded_[0.50,2.00],80,2,8,40,1e-05,3.720446666409724e-16,3.720446666409724e-11
bounded_[0.50,2.00],80,2,8,40,0.0001,2.925446723321448e-15,2.925446723321448e-11
bounded_[0.50,2.00],80,2,8,40,0.001,1.0033077558285684e-15,1.003307755828568e-12
bounded_[0.50,2.00],80,2,10,40,1e-06,7.845002828820013e-16,7.845002828820014e-10
bounded_[0.50,2.00],80,2,10,40,1e-05,6.40443279940638e-16,6.40443279940638e-11
bounded_[0.50,2.00],80,2,10,40,0.0001,5.980658880858663e-16,5.9806588808586624e-12
bounded_[0.50,2.00],80,2,10,40,0.001,2.479046700890294e-16,2.479046700890294e-13
bounded_[0.50,2.00],80,2,12,40,1e-06,7.325757277379165e-16,7.325757277379166e-10
bounded_[0.50,2.00],80,2,12,40,1e-05,2.9549941647821985e-16,2.9549941647821976e-11
bounded_[0.50,2.00],80,2,12,40,0.0001,7.145266101642088e-16,7.145266101642088e-12
bounded_[0.50,2.00],80,2,12,40,0.001,7.325757277379165e-16,7.325757277379165e-13
bounded_[0.50,2.00],80,3,2,40,1e-06,3.7238012298709097e-16,3.72380122987091e-10
bounded_[0.50,2.00],80,3,2,40,1e-05,3.7238012298709097e-16,3.723801229870909e-11
bounded_[0.50,2.00],80,3,2,40,0.0001,1.2412670766236366e-16,1.2412670766236365e-12
bounded_[0.50,2.00],80,3,2,40,0.001,2.7194799110210365e-16,2.7194799110210365e-13
bounded_[0.50,2.00],80,3,4,40,1e-06,4.1616826055873473e-16,4.1616826055873473e-10
bounded_[0.50,2.00],80,3,4,40,1e-05,5.65136594187782e-16,5.6513659418778195e-11
bounded_[0.50,2.00],80,3,4,40,0.0001,5.65136594187782e-16,5.65136594187782e-12
bounded_[0.50,2.00],80,3,4,40,0.001,3.1401849173675503e-16,3.14018491736755e-13
bounded_[0.50,2.00],80,3,6,40,1e-06,1.4449777984526145e-15,1.4449777984526144e-09
bounded_[0.50,2.00],80,3,6,40,1e-05,0.0,0.0
bounded_[0.50,2.00],80,3,6,40,0.0001,1.4449777984526145e-15,1.4449777984526146e-11
bounded_[0.50,2.00],80,3,6,40,0.001,1.4449777984526145e-15,1.4449777984526144e-12
bounded_[0.50,2.00],80,3,8,40,1e-06,4.03137195452264e-15,4.03137195452264e-09
bounded_[0.50,2.00],80,3,8,40,1e-05,3.1044285821388757e-15,3.1044285821388755e-10
bounded_[0.50,2.00],80,3,8,40,0.0001,3.731660758716698e-15,3.731660758716697e-11
bounded_[0.50,2.00],80,3,8,40,0.001,3.731660758716698e-15,3.731660758716698e-12
bounded_[0.50,2.00],80,3,10,40,1e-06,3.216123055415433e-16,3.2161230554154333e-10
bounded_[0.50,2.00],80,3,10,40,1e-05,3.216123055415433e-16,3.2161230554154324e-11
bounded_[0.50,2.00],80,3,10,40,0.0001,1.0112842745041896e-15,1.0112842745041896e-11
bounded_[0.50,2.00],80,3,10,40,0.001,1.0112842745041896e-15,1.0112842745041896e-12
bounded_[0.50,2.00],80,3,12,40,1e-06,0.0,0.0
bounded_[0.50,2.00],80,3,12,40,1e-05,7.490229835339863e-16,7.490229835339862e-11
bounded_[0.50,2.00],80,3,12,40,0.0001,0.0,0.0
bounded_[0.50,2.00],80,3,12,40,0.001,0.0,0.0
bounded_[0.50,2.00],80,4,2,40,1e-06,1.3597399555105182e-16,1.3597399555105184e-10
bounded_[0.50,2.00],80,4,2,40,1e-05,3.554447978966673e-16,3.554447978966673e-11
bounded_[0.50,2.00],80,4,2,40,0.0001,1.6653345369377348e-16,1.665334536937735e-12
bounded_[0.50,2.00],80,4,2,40,0.001,6.106226635438361e-16,6.106226635438361e-13
