regime,M,trial,k,segment_i,delta_scale,delta_response_l2,amplification_ratio
uniform_h=1.00,40,6,8,20,1e-05,1.2560739669470201e-15,1.25607396694702e-10
uniform_h=1.00,40,6,8,20,0.0001,0.0,0.0
uniform_h=1.00,40,6,8,20,0.001,1.2560739669470201e-15,1.2560739669470199e-12
uniform_h=1.00,40,6,10,20,1e-06,9.207334386946856e-15,9.207334386946857e-09
uniform_h=1.00,40,6,10,20,1e-05,0.0,0.0
uniform_h=1.00,40,6,10,20,0.0001,1.8519958525761413e-15,1.8519958525761406e-11
uniform_h=1.00,40,6,10,20,0.001,0.0,0.0
uniform_h=1.00,40,6,12,20,1e-06,0.0,0.0
uniform_h=1.00,40,6,12,20,1e-05,1.2560739669470201e-15,1.25607396694702e-10
uniform_h=1.00,40,6,12,20,0.0001,0.0,0.0
uniform_h=1.00,40,6,12,20,0.001,0.0,0.0
uniform_h=1.00,40,7,2,20,1e-06,1.1102230246251565e-16,1.1102230246251565e-10
uniform_h=1.00,40,7,2,20,1e-05,1.1102230246251565e-16,1.1102230246251564e-11
uniform_h=1.00,40,7,2,20,0.0001,2.220446049250313e-16,2.2204460492503127e-12
uniform_h=1.00,40,7,2,20,0.001,2.220446049250313e-16,2.220446049250313e-13
uniform_h=1.00,40,7,4,20,1e-06,0.0,0.0
uniform_h=1.00,40,7,4,20,1e-05,0.0,0.0
uniform_h=1.00,40,7,4,20,0.0001,0.0,0.0
uniform_h=1.00,40,7,4,20,0.001,0.0,0.0
uniform_h=1.00,40,7,6,20,1e-06,0.0,0.0
uniform_h=1.00,40,7,6,20,1e-05,4.965068306494546e-16,4.965068306494546e-11
uniform_h=1.00,40,7,6,20,0.0001,9.254684549719207e-15,9.254684549719208e-11
uniform_h=1.00,40,7,6,20,0.001,3.173738112879707e-15,3.1737381128797077e-12
uniform_h=1.00,40,7,8,20,1e-06,9.147578335806997e-15,9.147578335806997e-09
uniform_h=1.00,40,7,8,20,1e-05,0.0,0.0
uniform_h=1.00,40,7,8,20,0.0001,1.1709909264998322e-14,1.170990926499832e-10
uniform_h=1.00,40,7,8,20,0.001,9.526128420171776e-15,9.526128420171776e-12
uniform_h=1.00,40,7,10,20,1e-06,1.3933685983609396e-14,1.3933685983609396e-08
uniform_h=1.00,40,7,10,20,1e-05,2.0109388613853676e-15,2.0109388613853679e-10
uniform_h=1.00,40,7,10,20,0.0001,1.8581507983233836e-14,1.8581507983233834e-10
uniform_h=1.00,40,7,10,20,0.001,2.0109388613853676e-15,2.0109388613853677e-12
uniform_h=1.00,40,7,12,20,1e-06,1.2417588312931501e-14,1.2417588312931502e-08
uniform_h=1.00,40,7,12,20,1e-05,4.273840449240353e-15,4.2738404492403525e-10
uniform_h=1.00,40,7,12,20,0.0001,1.2002040127639597e-14,1.2002040127639597e-10
uniform_h=1.00,40,7,12,20,0.001,1.4863525385507706e-14,1.4863525385507706e-11
uniform_h=1.00,40,8,2,20,1e-06,0.0,0.0
uniform_h=1.00,40,8,2,20,1e-05,5.551115123125783e-16,5.551115123125782e-11
uniform_h=1.00,40,8,2,20,0.0001,0.0,0.0
uniform_h=1.00,40,8,2,20,0.001,5.551115123125783e-16,5.551115123125783e-13
uniform_h=1.00,40,8,4,20,1e-06,4.804842081625438e-15,4.804842081625438e-09
uniform_h=1.00,40,8,4,20,1e-05,1.0548031706780683e-15,1.054803170678068e-10
uniform_h=1.00,40,8,4,20,0.0001,1.0548031706780683e-15,1.0548031706780682e-11
uniform_h=1.00,40,8,4,20,0.001,4.804842081625438e-15,4.804842081625438e-12
uniform_h=1.00,40,8,6,20,1e-06,6.309999832906368e-15,6.309999832906369e-09
uniform_h=1.00,40,8,6,20,1e-05,8.386594157882081e-16,8.38659415788208e-11
uniform_h=1.00,40,8,6,20,0.0001,1.7521222364188105e-15,1.7521222364188103e-11
uniform_h=1.00,40,8,6,20,0.001,1.7521222364188105e-15,1.7521222364188104e-12
uniform_h=1.00,40,8,8,20,1e-06,4.463041323674983e-15,4.4630413236749836e-09
uniform_h=1.00,40,8,8,20,1e-05,3.833737312022924e-15,3.8337373120229235e-10
uniform_h=1.00,40,8,8,20,0.0001,4.196923883676803e-15,4.1969238836768034e-11
uniform_h=1.00,40,8,8,20,0.001,2.5614201038778388e-15,2.561420103877839e-12
uniform_h=1.00,40,8,10,20,1e-06,7.67579051102899e-15,7.675790511028989e-09
uniform_h=1.00,40,8,10,20,1e-05,1.2902100751806884e-14,1.2902100751806884e-09
uniform_h=1.00,40,8,10,20,0.0001,2.075641344081336e-14,2.0756413440813358e-10
uniform_h=1.00,40,8,10,20,0.001,2.5444574822445873e-14,2.544457482244587e-11
uniform_h=1.00,40,8,12,20,1e-06,7.287117329165072e-15,7.287117329165074e-09
uniform_h=1.00,40,8,12,20,1e-05,1.3908597046562118e-14,1.3908597046562117e-09
uniform_h=1.00,40,8,12,20,0.0001,5.1240053906392174e-15,5.1240053906392165e-11
uniform_h=1.00,40,8,12,20,0.001,1.3908597046562118e-14,1.3908597046562118e-11
uniform_h=1.00,40,9,2,20,1e-06,5.551115123125783e-17,5.551115123125783e-11
uniform_h=1.00,40,9,2,20,1e-05,5.551115123125783e-17,5.551115123125782e-12
uniform_h=1.00,40,9,2,20,0.0001,1.1102230246251565e-16,1.1102230246251563e-12
uniform_h=1.00,40,9,2,20,0.001,1.6653345369377348e-16,1.6653345369377343e-13
uniform_h=1.00,40,9,4,20,1e-06,6.377745716588144e-16,6.377745716588144e-10
uniform_h=1.00,40,9,4,20,1e-05,2.8469962265128824e-15,2.846996226512882e-10
uniform_h=1.00,40,9,4,20,0.0001,1.2755491433176288e-15,1.2755491433176288e-11
uniform_h=1.00,40,9,4,20,0.001,2.5233763754072738e-15,2.523376375407274e-12
uniform_h=1.00,40,9,6,20,1e-06,2.521848846168315e-15,2.5218488461683153e-09
uniform_h=1.00,40,9,6,20,1e-05,1.412695577144919e-15,1.4126955771449188e-10
uniform_h=1.00,40,9,6,20,0.0001,1.0007550421912476e-15,1.0007550421912476e-11
uniform_h=1.00,40,9,6,20,0.001,7.187451539978679e-16,7.187451539978679e-13
uniform_h=1.00,40,9,8,20,1e-06,5.3008244745158705e-15,5.30082447451587e-09
uniform_h=1.00,40,9,8,20,1e-05,4.061547457885971e-15,4.06154745788597e-10
uniform_h=1.00,40,9,8,20,0.0001,2.940159273811898e-15,2.940159273811898e-11
uniform_h=1.00,40,9,8,20,0.001,9.765230406621845e-15,9.765230406621846e-12
uniform_h=1.00,40,9,10,20,1e-06,1.3072993972500505e-14,1.3072993972500505e-08
uniform_h=1.00,40,9,10,20,1e-05,9.009648065173963e-15,9.009648065173962e-10
uniform_h=1.00,40,9,10,20,0.0001,9.009648065173963e-15,9.009648065173964e-11
uniform_h=1.00,40,9,10,20,0.001,9.009648065173963e-15,9.009648065173963e-12
uniform_h=1.00,40,9,12,20,1e-06,1.1305926340153682e-14,1.1305926340153683e-08
uniform_h=1.00,40,9,12,20,1e-05,1.2004190191261579e-14,1.2004190191261578e-09
uniform_h=1.00,40,9,12,20,0.0001,0.0,0.0
uniform_h=1.00,40,9,12,20,0.001,4.133338756561303e-14,4.133338756561303e-11
uniform_h=1.00,40,10,2,20,1e-06,1.2412670766236366e-16,1.2412670766236367e-10
uniform_h=1.00,40,10,2,20,1e-05,1.2412670766236366e-16,1.2412670766236364e-11
uniform_h=1.00,40,10,2,20,0.0001,1.2412670766236366e-16,1.2412670766236365e-12
uniform_h=1.00,40,10,2,20,0.001,0.0,0.0
uniform_h=1.00,40,10,4,20,1e-06,8.70086179190144e-16,8.700861791901442e-10
uniform_h=1.00,40,10,4,20,1e-05,6.383593831910316e-16,6.383593831910315e-11
uniform_h=1.00,40,10,4,20,0.0001,3.2682853232326133e-16,3.2682853232326136e-12
uniform_h=1.00,40,10,4,20,0.001,5.12551345209991e-16,5.12551345209991e-13
uniform_h=1.00,40,10,6,20,1e-06,8.741564899595939e-16,8.74156489959594e-10
uniform_h=1.00,40,10,6,20,1e-05,2.823413675156692e-15,2.8234136751566915e-10
uniform_h=1.00,40,10,6,20,0.0001,2.823413675156692e-15,2.8234136751566917e-11
uniform_h=1.00,40,10,6,20,0.001,2.2076815039831032e-15,2.207681503983103e-12
uniform_h=1.00,40,10,8,20,1e-06,7.146465806111168e-15,7.1464658061111685e-09
uniform_h=1.00,40,10,8,20,1e-05,0.0,0.0
uniform_h=1.00,40,10,8,20,0.0001,7.146465806111168e-15,7.14646580611117e-11
uniform_h=1.00,40,10,8,20,0.001,2.0426087173233745e-15,2.0426087173233745e-12
uniform_h=1.00,40,10,10,20,1e-06,6.757263047546416e-15,6.757263047546416e-09
uniform_h=1.00,40,10,10,20,1e-05,9.836601059614785e-16,9.836601059614784e-11
uniform_h=1.00,40,10,10,20,0.0001,6.9385610458566914e-15,6.938561045856691e-11
uniform_h=1.00,40,10,10,20,0.001,0.0,0.0
uniform_h=1.00,40,10,12,20,1e-06,1.2024942357474423e-15,1.2024942357474425e-09
uniform_h=1.00,40,10,12,20,1e-05,9.031923405603714e-16,9.031923405603713e-11
uniform_h=1.00,40,10,12,20,0.0001,2.7331478445576307e-15,2.7331478445576306e-11
uniform_h=1.00,40,10,12,20,0.001,8.554350468808737e-16,8.554350468808737e-13
uniform_h=1.00,40,11,2,20,1e-06,5.551115123125783e-17,5.551115123125782e-11
uniform_h=1.00,40,11,2,20,1e-05,5.551115123125783e-17,5.551115123125782e-12
uniform_h=1.00,40,11,2,20,0.0001,5.551115123125783e-17,5.551115123125782e-13
uniform_h=1.00,40,11,2,20,0.001,5.551115123125783e-17,5.551115123125783e-14
uniform_h=1.00,40,11,4,20,1e-06,0.0,0.0
uniform_h=1.00,40,11,4,20,1e-05,1.0571289431980747e-15,1.0571289431980747e-10
uniform_h=1.00,40,11,4,20,0.0001,9.391893668721652e-16,9.391893668721652e-12
uniform_h=1.00,40,11,4,20,0.001,0.0,0.0
uniform_h=1.00,40,11,6,20,1e-06,2.10157507125186e-15,2.1015750712518604e-09
uniform_h=1.00,40,11,6,20,1e-05,4.282800046046015e-16,4.282800046046015e-11
uniform_h=1.00,40,11,6,20,0.0001,1.3443569723397577e-15,1.3443569723397576e-11
uniform_h=1.00,40,11,6,20,0.001,1.7917073597390556e-15,1.7917073597390556e-12
uniform_h=1.00,40,11,8,20,1e-06,1.6423681745192506e-15,1.6423681745192507e-09
uniform_h=1.00,40,11,8,20,1e-05,8.777700788442644e-16,8.777700788442643e-11
uniform_h=1.00,40,11,8,20,0.0001,6.1040036163311025e-15,6.104003616331102e-11
uniform_h=1.00,40,11,8,20,0.001,8.105225111572402e-16,8.105225111572403e-13
uniform_h=1.00,40,11,10,20,1e-06,4.031760096021503e-15,4.031760096021503e-09
uniform_h=1.00,40,11,10,20,1e-05,1.1206938782304933e-14,1.1206938782304933e-09
uniform_h=1.00,40,11,10,20,0.0001,6.904907235022574e-15,6.904907235022574e-11
uniform_h=1.00,40,11,10,20,0.001,5.832469511940182e-15,5.832469511940182e-12
uniform_h=1.00,40,11,12,20,1e-06,7.430735745980929e-15,7.4307357459809286e-09
uniform_h=1.00,40,11,12,20,1e-05,5.886619957529732e-16,5.886619957529731e-11
uniform_h=1.00,40,11,12,20,0.0001,1.3364713160682995e-15,1.3364713160682994e-11
uniform_h=1.00,40,11,12,20,0.001,6.215173118632722e-15,6.215173118632722e-12
uniform_h=1.00,40,12,2,20,1e-06,0.0,0.0
uniform_h=1.00,40,12,2,20,1e-05,0.0,0.0
uniform_h=1.00,40,12,2,20,0.0001,0.0,0.0
uniform_h=1.00,40,12,2,20,0.001,5.551115123125783e-17,5.551115123125783e-14
uniform_h=1.00,40,12,4,20,1e-06,1.2560739669470201e-15,1.25607396694702e-09
uniform_h=1.00,40,12,4,20,1e-05,1.2560739669470201e-15,1.2560739669470202e-10
uniform_h=1.00,40,12,4,20,0.0001,1.2560739669470201e-15,1.25607396694702e-11
uniform_h=1.00,40,12,4,20,0.001,1.2560739669470201e-15,1.25607396694702e-12
uniform_h=1.00,40,12,6,20,1e-06,4.207837033319877e-15,4.207837033319877e-09
uniform_h=1.00,40,12,6,20,1e-05,8.397174066904554e-15,8.397174066904553e-10
uniform_h=1.00,40,12,6,20,0.0001,3.7013454600527055e-15,3.701345460052706e-11
uniform_h=1.00,40,12,6,20,0.001,4.207837033319877e-15,4.2078370333198766e-12
uniform_h=1.00,40,12,8,20,1e-06,0.0,0.0
uniform_h=1.00,40,12,8,20,1e-05,3.0457912243890137e-15,3.045791224389013e-10
uniform_h=1.00,40,12,8,20,0.0001,4.782197526554899e-15,4.782197526554899e-11
uniform_h=1.00,40,12,8,20,0.001,2.6293236687051503e-15,2.6293236687051503e-12
uniform_h=1.00,40,12,10,20,1e-06,1.2305924517887173e-14,1.2305924517887172e-08
uniform_h=1.00,40,12,10,20,1e-05,1.7279935722617635e-15,1.7279935722617633e-10
uniform_h=1.00,40,12,10,20,0.0001,1.2416938827511746e-14,1.2416938827511746e-10
uniform_h=1.00,40,12,10,20,0.001,1.7279935722617635e-15,1.7279935722617634e-12
uniform_h=1.00,40,12,12,20,1e-06,3.500539589750757e-15,3.5005395897507573e-09
uniform_h=1.00,40,12,12,20,1e-05,1.256352673683574e-15,1.256352673683574e-10
uniform_h=1.00,40,12,12,20,0.0001,5.918000486957464e-15,5.918000486957464e-11
uniform_h=1.00,40,12,12,20,0.001,5.918000486957464e-15,5.9180004869574635e-12
uniform_h=1.00,40,13,2,20,1e-06,0.0,0.0
uniform_h=1.00,40,13,2,20,1e-05,1.2412670766236366e-16,1.2412670766236364e-11
uniform_h=1.00,40,13,2,20,0.0001,1.2412670766236366e-16,1.2412670766236365e-12
uniform_h=1.00,40,13,2,20,0.001,1.2412670766236366e-16,1.2412670766236365e-13
uniform_h=1.00,40,13,4,20,1e-06,4.150305523707061e-16,4.1503055237070613e-10
uniform_h=1.00,40,13,4,20,1e-05,8.18679215388366e-16,8.18679215388366e-11
uniform_h=1.00,40,13,4,20,0.0001,5.652217853085505e-16,5.652217853085505e-12
uniform_h=1.00,40,13,4,20,0.001,1.3469052621620653e-15,1.3469052621620653e-12
uniform_h=1.00,40,13,6,20,1e-06,1.2314769577995876e-14,1.231476957799588e-08
uniform_h=1.00,40,13,6,20,1e-05,5.5384415111567366e-15,5.538441511156737e-10
uniform_h=1.00,40,13,6,20,0.0001,1.1325833018865395e-14,1.1325833018865396e-10
uniform_h=1.00,40,13,6,20,0.001,5.0675212973875196e-15,5.0675212973875194e-12
uniform_h=1.00,40,13,8,20,1e-06,2.3884516476694057e-14,2.388451647669406e-08
uniform_h=1.00,40,13,8,20,1e-05,1.2560739669470201e-15,1.25607396694702e-10
uniform_h=1.00,40,13,8,20,0.0001,0.0,0.0
uniform_h=1.00,40,13,8,20,0.001,2.3256995579388192e-14,2.325699557938819e-11
uniform_h=1.00,40,13,10,20,1e-06,2.0790968794239026e-14,2.0790968794239022e-08
uniform_h=1.00,40,13,10,20,1e-05,0.0,0.0
uniform_h=1.00,40,13,10,20,0.0001,1.4612177099103447e-14,1.4612177099103445e-10
uniform_h=1.00,40,13,10,20,0.001,1.6202661977884834e-14,1.6202661977884833e-11
uniform_h=1.00,40,13,12,20,1e-06,1.720217855556295e-14,1.720217855556295e-08
uniform_h=1.00,40,13,12,20,1e-05,1.3148090748410001e-14,1.314809074841e-09
uniform_h=1.00,40,13,12,20,0.0001,1.3148090748410001e-14,1.3148090748410002e-10
uniform_h=1.00,40,13,12,20,0.001,1.3148090748410001e-14,1.3148090748410001e-11
uniform_h=1.00,40,14,2,20,1e-06,3.1401849173675503e-16,3.14018491736755e-10
uniform_h=1.00,40,14,2,20,1e-05,0.0,0.0
uniform_h=1.00,40,14,2,20,0.0001,1.1102230246251565e-16,1.1102230246251565e-12
uniform_h=1.00,40,14,2,20,0.001,1.1102230246251565e-16,1.1102230246251565e-13
uniform_h=1.00,40,14,4,20,1e-06,0.0,0.0
uniform_h=1.00,40,14,4,20,1e-05,8.1773032027145e-16,8.177303202714499e-11
uniform_h=1.00,40,14,4,20,0.0001,0.0,0.0
uniform_h=1.00,40,14,4,20,0.001,1.3055635369568628e-15,1.3055635369568628e-12
uniform_h=1.00,40,14,6,20,1e-06,1.3737098096401577e-14,1.3737098096401576e-08
uniform_h=1.00,40,14,6,20,1e-05,2.949054399272662e-15,2.949054399272662e-10
uniform_h=1.00,40,14,6,20,0.0001,0.0,0.0
uniform_h=1.00,40,14,6,20,0.001,1.7003769068252003e-14,1.7003769068252007e-11
uniform_h=1.00,40,14,8,20,1e-06,4.215314154060789e-15,4.2153141540607885e-09
uniform_h=1.00,40,14,8,20,1e-05,6.634221268023296e-15,6.634221268023296e-10
uniform_h=1.00,40,14,8,20,0.0001,9.43689570931383e-16,9.43689570931383e-12
uniform_h=1.00,40,14,8,20,0.001,8.708630452150034e-15,8.708630452150034e-12
uniform_h=1.00,40,14,10,20,1e-06,6.909549724216129e-15,6.909549724216129e-09
uniform_h=1.00,40,14,10,20,1e-05,1.3009906104985927e-14,1.3009906104985925e-09
uniform_h=1.00,40,14,10,20,0.0001,3.9363043058920365e-15,3.936304305892037e-11
uniform_h=1.00,40,14,10,20,0.001,1.44003365216593e-14,1.44003365216593e-11
uniform_h=1.00,40,14,12,20,1e-06,4.866040043122217e-15,4.866040043122217e-09
uniform_h=1.00,40,14,12,20,1e-05,5.305400413185136e-15,5.305400413185136e-10
uniform_h=1.00,40,14,12,20,0.0001,4.12058138891981e-15,4.12058138891981e-11
uniform_h=1.00,40,14,12,20,0.001,3.664603240354644e-15,3.664603240354644e-12
uniform_h=1.00,40,15,2,20,1e-06,5.551115123125783e-17,5.551115123125783e-11
uniform_h=1.00,40,15,2,20,1e-05,0.0,0.0
uniform_h=1.00,40,15,2,20,0.0001,5.551115123125783e-17,5.551115123125783e-13
uniform_h=1.00,40,15,2,20,0.001,0.0,0.0
uniform_h=1.00,40,15,4,20,1e-06,8.1773032027145e-16,8.177303202714502e-10
uniform_h=1.00,40,15,4,20,1e-05,8.1773032027145e-16,8.177303202714499e-11
uniform_h=1.00,40,15,4,20,0.0001,5.865828344120991e-16,5.8658283441209904e-12
uniform_h=1.00,40,15,4,20,0.001,1.162637505214043e-15,1.1626375052140429e-12
uniform_h=1.00,40,15,6,20,1e-06,3.00495167703604e-15,3.00495167703604e-09
uniform_h=1.00,40,15,6,20,1e-05,1.3606647245378275e-15,1.3606647245378274e-10
uniform_h=1.00,40,15,6,20,0.0001,3.00495167703604e-15,3.0049516770360394e-11
uniform_h=1.00,40,15,6,20,0.001,1.1102230246251565e-16,1.1102230246251565e-13
uniform_h=1.00,40,15,8,20,1e-06,1.0866405334349599e-15,1.0866405334349597e-09
uniform_h=1.00,40,15,8,20,1e-05,9.759943393759652e-16,9.759943393759651e-11
uniform_h=1.00,40,15,8,20,0.0001,4.717621237535044e-15,4.717621237535044e-11
uniform_h=1.00,40,15,8,20,0.001,1.9799206946376386e-15,1.9799206946376384e-12
uniform_h=1.00,40,15,10,20,1e-06,7.742095555060232e-15,7.742095555060232e-09
uniform_h=1.00,40,15,10,20,1e-05,6.495434798087857e-15,6.495434798087856e-10
uniform_h=1.00,40,15,10,20,0.0001,3.2072255200523408e-15,3.207225520052341e-11
uniform_h=1.00,40,15,10,20,0.001,2.8561030141962224e-15,2.8561030141962223e-12
uniform_h=1.00,40,15,12,20,1e-06,3.712852934225799e-15,3.7128529342257987e-09
uniform_h=1.00,40,15,12,20,1e-05,1.911422834631625e-15,1.9114228346316247e-10
uniform_h=1.00,40,15,12,20,0.0001,8.053434633755897e-15,8.053434633755897e-11
uniform_h=1.00,40,15,12,20,0.001,4.397863073670828e-15,4.397863073670827e-12
uniform_h=1.00,40,16,2,20,1e-06,2.7755575615628914e-17,2.775557561562891e-11
uniform_h=1.00,40,16,2,20,1e-05,2.7755575615628914e-17,2.775557561562891e-12
uniform_h=1.00,40,16,2,20,0.0001,2.7755575615628914e-17,2.7755575615628914e-13
uniform_h=1.00,40,16,2,20,0.001,2.237726045655905e-16,2.2377260456559053e-13
uniform_h=1.00,40,16,4,20,1e-06,0.0,0.0
uniform_h=1.00,40,16,4,20,1e-05,3.2159359137519293e-16,3.215935913751929e-11
uniform_h=1.00,40,16,4,20,0.0001,3.1411430795713297e-16,3.1411430795713295e-12
uniform_h=1.00,40,16,4,20,0.001,3.2159359137519293e-16,3.2159359137519294e-13
uniform_h=1.00,40,16,6,20,1e-06,2.2400969943788703e-15,2.2400969943788698e-09
uniform_h=1.00,40,16,6,20,1e-05,2.37582397393713e-15,2.37582397393713e-10
uniform_h=1.00,40,16,6,20,0.0001,1.287538829198353e-15,1.2875388291983531e-11
uniform_h=1.00,40,16,6,20,0.001,1.287538829198353e-15,1.287538829198353e-12
uniform_h=1.00,40,16,8,20,1e-06,5.038264159591693e-15,5.038264159591693e-09
uniform_h=1.00,40,16,8,20,1e-05,2.14278447842487e-15,2.14278447842487e-10
uniform_h=1.00,40,16,8,20,0.0001,2.4235148631610837e-15,2.4235148631610836e-11
uniform_h=1.00,40,16,8,20,0.001,0.0,0.0
uniform_h=1.00,40,16,10,20,1e-06,3.045599421332352e-15,3.045599421332351e-09
uniform_h=1.00,40,16,10,20,1e-05,8.339535121205074e-15,8.339535121205073e-10
uniform_h=1.00,40,16,10,20,0.0001,6.165621132363907e-15,6.165621132363907e-11
uniform_h=1.00,40,16,10,20,0.001,8.596390635966833e-16,8.596390635966833e-13
uniform_h=1.00,40,16,12,20,1e-06,2.7108350086371076e-16,2.7108350086371076e-10
uniform_h=1.00,40,16,12,20,1e-05,5.988426245578033e-15,5.988426245578033e-10
uniform_h=1.00,40,16,12,20,0.0001,1.6294437766711202e-15,1.6294437766711204e-11
uniform_h=1.00,40,16,12,20,0.001,2.250641763305051e-15,2.250641763305051e-12
uniform_h=1.00,40,17,2,20,1e-06,5.551115123125783e-16,5.551115123125783e-10
uniform_h=1.00,40,17,2,20,1e-05,1.1102230246251565e-16,1.1102230246251564e-11
uniform_h=1.00,40,17,2,20,0.0001,1.1102230246251565e-16,1.1102230246251567e-12
uniform_h=1.00,40,17,2,20,0.001,5.551115123125783e-16,5.551115123125783e-13
uniform_h=1.00,40,17,4,20,1e-06,6.050862695188361e-15,6.0508626951883615e-09
uniform_h=1.00,40,17,4,20,1e-05,0.0,0.0
uniform_h=1.00,40,17,4,20,0.0001,0.0,0.0
uniform_h=1.00,40,17,4,20,0.001,6.050862695188361e-15,6.050862695188361e-12
uniform_h=1.00,40,17,6,20,1e-06,8.014695804717297e-15,8.014695804717298e-09
uniform_h=1.00,40,17,6,20,1e-05,0.0,0.0
uniform_h=1.00,40,17,6,20,0.0001,8.627699134216878e-16,8.627699134216879e-12
uniform_h=1.00,40,17,6,20,0.001,5.088986870604082e-15,5.088986870604081e-12
uniform_h=1.00,40,17,8,20,1e-06,3.224667572903533e-15,3.2246675729035333e-09
uniform_h=1.00,40,17,8,20,1e-05,3.224667572903533e-15,3.224667572903533e-10
uniform_h=1.00,40,17,8,20,0.0001,3.224667572903533e-15,3.2246675729035334e-11
uniform_h=1.00,40,17,8,20,0.001,3.224667572903533e-15,3.224667572903533e-12
uniform_h=1.00,40,17,10,20,1e-06,1.6671838818017823e-15,1.6671838818017823e-09
uniform_h=1.00,40,17,10,20,1e-05,4.447305943701103e-15,4.4473059437011017e-10
uniform_h=1.00,40,17,10,20,0.0001,6.540311493867724e-15,6.540311493867723e-11
uniform_h=1.00,40,17,10,20,0.001,1.5413874683689055e-14,1.5413874683689054e-11
uniform_h=1.00,40,17,12,20,1e-06,8.180552752448329e-15,8.180552752448327e-09
uniform_h=1.00,40,17,12,20,1e-05,1.778740484904797e-15,1.7787404849047968e-10
uniform_h=1.00,40,17,12,20,0.0001,6.442044585506697e-15,6.442044585506697e-11
uniform_h=1.00,40,17,12,20,0.001,7.340929994278982e-15,7.340929994278983e-12
uniform_h=1.00,40,18,2,20,1e-06,5.551115123125783e-17,5.551115123125783e-11
uniform_h=1.00,40,18,2,20,1e-05,4.163336342344337e-17,4.163336342344337e-12
uniform_h=1.00,40,18,2,20,0.0001,2.0816681711721685e-17,2.0816681711721685e-13
uniform_h=1.00,40,18,2,20,0.001,3.469446951953614e-17,3.469446951953615e-14
uniform_h=1.00,40,18,4,20,1e-06,6.444702001138594e-16,6.444702001138594e-10
uniform_h=1.00,40,18,4,20,1e-05,9.559837426054332e-16,9.559837426054331e-11
uniform_h=1.00,40,18,4,20,0.0001,8.799084520399604e-16,8.799084520399603e-12
uniform_h=1.00,40,18,4,20,0.001,8.145778247786326e-16,8.145778247786325e-13
uniform_h=1.00,40,18,6,20,1e-06,9.425919751379393e-16,9.425919751379391e-10
uniform_h=1.00,40,18,6,20,1e-05,1.9137294530076396e-15,1.9137294530076395e-10
uniform_h=1.00,40,18,6,20,0.0001,1.3691441717805713e-15,1.3691441717805712e-11
uniform_h=1.00,40,18,6,20,0.001,3.229801694816754e-15,3.2298016948167542e-12
uniform_h=1.00,40,18,8,20,1e-06,1.808418231378155e-15,1.8084182313781549e-09
uniform_h=1.00,40,18,8,20,1e-05,0.0,0.0
uniform_h=1.00,40,18,8,20,0.0001,5.087681048627601e-16,5.0876810486276e-12
uniform_h=1.00,40,18,8,20,0.001,0.0,0.0
uniform_h=1.00,40,18,10,20,1e-06,1.1116099371267112e-15,1.1116099371267114e-09
uniform_h=1.00,40,18,10,20,1e-05,2.224456854828936e-15,2.2244568548289357e-10
uniform_h=1.00,40,18,10,20,0.0001,6.567442455805373e-15,6.567442455805373e-11
uniform_h=1.00,40,18,10,20,0.001,4.10106864458648e-15,4.1010686445864806e-12
uniform_h=1.00,40,18,12,20,1e-06,6.070754526320822e-15,6.070754526320822e-09
uniform_h=1.00,40,18,12,20,1e-05,6.070754526320822e-15,6.070754526320822e-10
uniform_h=1.00,40,18,12,20,0.0001,0.0,0.0
uniform_h=1.00,40,18,12,20,0.001,5.369002787577164e-15,5.369002787577164e-12
uniform_h=1.00,40,19,2,20,1e-06,1.1102230246251565e-16,1.1102230246251565e-10
uniform_h=1.00,40,19,2,20,1e-05,4.965068306494546e-16,4.965068306494546e-11
uniform_h=1.00,40,19,2,20,0.0001,6.280369834735101e-16,6.2803698347351e-12
uniform_h=1.00,40,19,2,20,0.001,4.965068306494546e-16,4.965068306494546e-13
uniform_h=1.00,40,19,4,20,1e-06,0.0,0.0
uniform_h=1.00,40,19,4,20,1e-05,0.0,0.0
uniform_h=1.00,40,19,4,20,0.0001,0.0,0.0
uniform_h=1.00,40,19,4,20,0.001,0.0,0.0
uniform_h=1.00,40,19,6,20,1e-06,2.2315206618374916e-15,2.2315206618374918e-09
uniform_h=1.00,40,19,6,20,1e-05,0.0,0.0
uniform_h=1.00,40,19,6,20,0.0001,8.581097547617311e-15,8.581097547617311e-11
uniform_h=1.00,40,19,6,20,0.001,2.2315206618374916e-15,2.2315206618374915e-12
uniform_h=1.00,40,19,8,20,1e-06,0.0,0.0
uniform_h=1.00,40,19,8,20,1e-05,3.8761781789732196e-15,3.87617817897322e-10
uniform_h=1.00,40,19,8,20,0.0001,3.8761781789732196e-15,3.876178178973219e-11
uniform_h=1.00,40,19,8,20,0.001,1.832271663618037e-14,1.8322716636180372e-11
uniform_h=1.00,40,19,10,20,1e-06,0.0,0.0
uniform_h=1.00,40,19,10,20,1e-05,2.657258276432189e-14,2.6572582764321895e-09
uniform_h=1.00,40,19,10,20,0.0001,9.883518460108139e-15,9.883518460108138e-11
uniform_h=1.00,40,19,10,20,0.001,0.0,0.0
uniform_h=1.00,40,19,12,20,1e-06,2.1404300199509547e-14,2.1404300199509552e-08
uniform_h=1.00,40,19,12,20,1e-05,2.316764813074919e-14,2.316764813074919e-09
uniform_h=1.00,40,19,12,20,0.0001,0.0,0.0
