radius_mode,full_slope,full_r2,interior_slope,interior_r2,boundary_slope,boundary_r2
half_k,-0.3353892689869087,0.9978241520870181,-0.32687743437319877,0.9998191239563956,-0.35825851120455005,0.9032939221547882
k,-0.3353892689869087,0.9978241520870181,-0.3448159781301251,0.9997845293790979,-0.3180477147440607,0.9734487666106402
three_half_k,-0.3353892689869087,0.9978241520870181,-0.4121715497027251,0.983282883322602,-0.29628840372778703,0.9762800243890635
