order,max_abs,mean_abs,median_abs,rms,q95_abs,is_zero_tol
0,3.9968028886505635e-15,1.4432899320127035e-15,7.771561172376096e-16,2.112343365827712e-15,3.597122599785506e-15,true
1,6.8250680181935035,3.134319261373601,2.670392533355762,4.182198864504176,6.519740153660154,false
2,3.972560560579983,2.3741721347697697,2.681665615416502,2.7474921655184605,3.786500094195141,false
3,39.434663485473195,22.133942353798606,21.619962900357194,26.456936406963273,38.52323807246289,false
4,35.22381837587433,26.15136818825509,25.54876246345571,27.057366268983067,34.50663323202047,false
5,190.64696212737437,125.63998133977915,125.48293253214277,139.6131874332692,189.36732714620962,false
6,609.3011346471341,348.14919360996885,323.92882193254434,405.550462555941,592.1346767593965,false
